N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION
       1693,   ,100,E,E.P.PU,MAURICE LENNE                 ,711 RUE GABRIEL PERI            ,ANHIERS                   ,2584,G0000,DOUAI-CUINCY                  
       1694,   ,100,E,E.M.PU,MARCEL CACHIN                 ,65 RUE PATOUX                   ,ANICHE                    ,2584,G0000,DOUAI-CANTIN                  
       1695,   ,100,E,E.E.PU,JEAN CARPENTIER               ,RUE ALBERT CAMUS                ,ANNOEULLIN                ,2584,G0000,LILLE2-ANNOEULLIN             
       1696,   ,100,E,E.P.PU,ANNE FRANK                    ,5 RUE JOSEPH RICHY              ,ANNOEULLIN                ,2584,G0000,LILLE2-ANNOEULLIN             
       1697,   ,100,E,E.E.PU,CHARLES DE GAULLE             ,PLACE DU GENERAL DE GAULLE      ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            
       1698,   1.00,100,E,E.E.PU,GILLIARD-VOLTAIRE             ,20 RUE DES MARTYRS              ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            
       1699,   ,100,E,E.M.PU,JEAN JAURES                   ,272 RUE JEAN JAURES             ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            
       1700,   ,100,E,E.M.PU,GALLIENI                      ,19 RUE GALLIENI                 ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            
       1701,   ,100,E,E.M.PU,LEO LAGRANGE                  ,1 AVENUE DE STALYBRIDGE         ,ARMENTIERES               ,2584,G0000,LILLE2-ARMENTIERES            
       1702,   ,100,E,E.E.PU,ANATOLE FRANCE                ,137 RUE DE KEMMEL               ,ARMENTIERES               ,2584,G0000,LILLE2-ARMENTIERES            
       1703,   ,100,E,E.E.PU,JEAN MACE                     ,34 RUE JEAN MACE                ,ARMENTIERES               ,2584,G0000,LILLE2-ARMENTIERES            
       1704,   ,100,E,E.P.PU,                              ,2 RUE DE LA MAIRIE              ,ARNEKE                    ,2584,G0000,DUNKERQUE-WORMHOUT            
       1705,   ,100,E,E.P.PU,                              ,63 RUE HENRI MAURICE            ,AUBRY DU HAINAUT          ,2584,G0000,VALENCIENNES ANZIN            
       1706,   ,100,E,E.M.PU,EUGENIE COTTON                ,2 SQUARE LECLERC                ,AULNOYE AYMERIES          ,2584,G0000,AVESNES AULNOYE               
       1707,   1.00,100,E,E.E.PU,PIERRE SEMARD                 ,29 RUE JEAN CATTELAS            ,AULNOYE AYMERIES          ,2584,G0000,AVESNES AULNOYE               
       1708,   1.00,100,E,E.E.PU,PAUL STIEVENART               ,2 RUE JEAN COQUELIN             ,AULNOYE AYMERIES          ,2584,G0000,AVESNES AULNOYE               
       1709,   ,100,E,E.P.PU,5 BONNIERS ALPHONSE DAUDET    ,2 RUE GEORGE SAND               ,AVELIN                    ,2584,G0000,LILLE3-WATTIGNIES             
       1710,   ,100,E,E.E.PU,                              ,1A RUE DU CHANOINE CARLIER      ,AVESNELLES                ,2584,G0000,AVESNES-FOURMIES              
       1711,   ,100,E,E.M.PU,JACQUES PREVERT               ,RUE DES ECOLES                  ,BACHANT                   ,2584,G0000,AVESNES AULNOYE               
       1712,   ,100,E,E.P.PU,JAN DE BELLE                  ,10 RUE SAINT JACQUES            ,BAILLEUL                  ,2584,G0000,DUNKERQUE-BAILLEUL            
       1713,   ,100,E,E.P.PU,PAUL EMILE VICTOR             ,CHEMIN D'OGIMONT                ,BAISIEUX                  ,2584,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       1714,   ,100,E,E.P.PU,                              ,29 RUE DE MARQUETTE             ,BANTIGNY                  ,2584,G0000,CAMBRAI-CENTRE                
       1715,   ,100,E,E.E.PU,JULES VERNE                   ,RUE DES CASERNES                ,LA BASSEE                 ,2584,G0000,LILLE2-ANNOEULLIN             
       1716,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE JEAN JAURES                 ,BAUVIN                    ,2584,G0000,LILLE2-ANNOEULLIN             
       1717,   ,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 1     ,RUE FERRER                      ,BAUVIN                    ,2584,G0000,LILLE2-ANNOEULLIN             
       1718,   ,100,E,E.M.PU,                              ,142 RUE BERTHELOT               ,BEAUVOIS EN CAMBRESIS     ,2584,G0000,CAMBRAI-SUD                   
       1719,   ,100,E,E.E.PU,LAMARTINE                     ,73 RUE CARNOT                   ,BERGUES                   ,2584,G0000,DUNKERQUE-BERGUES             
       1720,   ,100,E,E.M.PU,ALEXANDRE DENOYELLE           ,RUE DU 5 NOVEMBRE               ,BERLAIMONT                ,2584,G0000,AVESNES AULNOYE               
       1721,   ,100,E,E.E.PU,JULES FERRY                   ,18 RUE GEORGES MORTUAIRE        ,BEUVRAGES                 ,2584,G0000,VALENCIENNES ANZIN            
       1722,   ,100,E,E.E.PU,DES TROIS ARBRES              ,255 RUE DE LA RESISTANCE        ,BEUVRY LA FORET           ,2584,G0000,DOUAI-RIEULAY                 
       1723,   ,100,E,E.P.PU,                              ,39 RUE JOSEPH DEZITTER          ,BOLLEZEELE                ,2584,G0000,DUNKERQUE-WORMHOUT            
       1724,   ,100,E,E.P.PU,LAMARTINE                     ,RUE BENJAMIN VANDENBROUCQUE     ,BOURBOURG                 ,2584,G0000,DUNKERQUE-WORMHOUT            
       1725,   ,100,E,E.E.PU,DANIELLE CASANOVA             ,50 RUE ANATOLE FRANCE           ,BOUSSOIS                  ,2584,G0000,AVESNES-JEUMONT               
       1726,   1.00,100,E,E.E.PU,ERNEST CARLIN                 ,RUE GILBERT LANTHIER            ,BOUSSOIS                  ,2584,G0000,AVESNES-JEUMONT               
       1727,   ,100,E,E.P.PU,PIGEON VOLE                   ,421 RUE DE LA PLACE             ,BOUVIGNIES                ,2584,G0000,DOUAI-RIEULAY                 
       1728,   ,100,E,E.P.PU,LES FRESNELLES                ,2 RUE DU MARECHAL FOCH          ,BRILLON                   ,2584,G0000,VALENCIENNES-SAINT AMAND      
       1729,   ,100,E,E.P.PU,AU BOURG                      ,4 RUE DE L'ABBE DE BECO         ,BROUCKERQUE               ,2584,G0000,DUNKERQUE-WORMHOUT            
       1730,   ,100,E,E.E.PU,EMILE ZOLA                    ,16 RUE EMILE ZOLA               ,BRUAY SUR L ESCAUT        ,2584,G0000,VALENCIENNES BRUAY            
       1731,   ,100,E,E.E.PU,LEO LAGRANGE                  ,11 BOULEVARD LEO LAGRANGE       ,BRUAY SUR L ESCAUT        ,2584,G0000,VALENCIENNES BRUAY            
       1732,   ,100,E,E.M.PU,PAUL LANGEVIN                 ,10 BOULEVARD LEO LAGRANGE       ,BRUAY SUR L ESCAUT        ,2584,G0000,VALENCIENNES BRUAY            
       1733,   ,100,E,E.E.PU,JACQUES PREVERT               ,RUE DES POILUS                  ,BUSIGNY                   ,2584,G0000,CAMBRAI-LE CATEAU             
       1734,   ,100,E,E.M.PU,PAUL BERT                     ,32 RUE PAUL BERT                ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                
       1735,   ,100,E,E.E.PU,FERDINAND BUISSON             ,50 BIS ALLEE SAINT ROCH         ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                
       1736,   ,100,E,E.M.PU,DU PARC                       ,RUE DES SOUPIRS                 ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                
       1737,   ,100,E,E.E.PU,RAYMOND GERNEZ                ,17 RUE RAYMOND GERNEZ           ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                
       1738,   ,100,E,E.P.PU,JACQUES BREL                  ,11 RUE DU COMTE D'ARTOIS        ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                
       1739,   1.00,100,E,E.P.PU,LUCIE AUBRAC                  ,2 BIS RUE D'ENNETIERES          ,CAPINGHEM                 ,2584,G0000,LILLE2-LOMME                  
       1740,   ,100,E,E.E.PU,DU CRAYHOF                    ,RUE DU CRAYHOF                  ,CAPPELLE LA GRANDE        ,2584,G0000,DUNKERQUE-BERGUES             
       1741,   ,100,E,E.P.PU,JEAN JAURES                   ,92 ROUTE DE BOURBOURG           ,CAPPELLE LA GRANDE        ,2584,G0000,DUNKERQUE-BERGUES             
       1742,   1.00,100,E,E.P.PU,MERESSE                       ,115 RUE ROGER LEBON             ,CARTIGNIES                ,2584,G0000,AVESNES-FOURMIES              
       1743,   ,100,E,E.M.PU,AUGUSTE SEYDOUX               ,22 RUE AUGUSTE SEYDOUX          ,LE CATEAU CAMBRESIS       ,2584,G0000,CAMBRAI-LE CATEAU             
       1744,   ,100,E,E.P.PU,DES CHATAIGNIERS              ,36 RUE PAUL VAILLANT COUTURIER  ,CATTENIERES               ,2584,G0000,CAMBRAI-CENTRE                
       1745,   ,100,E,E.E.PU,CONDORCET                     ,40 RUE CHANZY                   ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   
       1746,   ,100,E,E.E.PU,PAUL BERT                     ,RUE PIERRE BROSSOLETTE          ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   
       1747,   ,100,E,E.E.PU,JEAN MACE                     ,16 RUE MARLIOT                  ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   
       1748,   ,100,E,E.E.PU,JANSSOONE                     ,12 RUE EMILE ZOLA               ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   
       1749,   ,100,E,E.P.PU,JEAN MACE                     ,1 R JEAN MACE                   ,CAULLERY                  ,2584,G0000,CAMBRAI-SUD                   
       1750,   ,100,E,E.E.PU,PASTEUR                       ,RUE XAVIER DEGANS               ,CAPPELLE LA GRANDE        ,2584,G0000,DUNKERQUE-BERGUES             
       1751,   ,100,E,E.P.PU,JULES FERRY                   ,100 ROUTE NATIONALE             ,CHERENG                   ,2584,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       1752,   1.00,100,E,E.P.PU,CELINE HARQZ                  ,22 RUE DES ECOLES               ,COLLERET                  ,2584,G0000,AVESNES-JEUMONT               
       1753,   ,100,E,E.E.PU,CENTRE                        ,37 RUE PASTEUR                  ,COMINES                   ,2584,G0000,LILLE2-LOMME                  
       1754,   ,100,E,E.M.PU,CHARLES PERRAULT              ,17 RUE DES ECOLES               ,COMINES                   ,2584,G0000,LILLE2-LOMME                  
       1755,   ,100,E,E.M.PU,GPE SCOL HAMEAU DE MACOU MAT. ,RUE GERMINAL                    ,CONDE SUR L ESCAUT        ,2584,G0000,VALENCIENNES-CONDE            
       1756,   ,100,E,E.M.PU,LE JARD                       ,2 AVENUE DES AMERICAINS         ,CONDE SUR L ESCAUT        ,2584,G0000,VALENCIENNES-CONDE            
       1757,   ,100,E,E.E.PU,CENTRE                        ,7 RUE DU COLLEGE                ,CONDE SUR L ESCAUT        ,2584,G0000,VALENCIENNES-CONDE            
       1758,   ,100,E,E.M.PU,PAUL FORT                     ,RUE DES PEUPLIERS               ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             
       1759,   ,100,E,E.M.PU,GERARD PHILIPE                ,RUE DREVE DURIEZ                ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             
       1760,   ,100,E,E.E.PU,                              ,7 RUE BLANCHARD                 ,COUSOLRE                  ,2584,G0000,AVESNES-JEUMONT               
       1761,   ,100,E,E.M.PU,LEON DEJARDIN                 ,RUE BLANCHARD                   ,COUSOLRE                  ,2584,G0000,AVESNES-JEUMONT               
       1762,   ,100,E,E.E.PU,JEAN JAURES                   ,77 RUE JEAN JAURES              ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             
       1763,   ,100,E,E.E.PU,JEAN-BAPTISTE LEBAS           ,3 RUE GEORGES POTIE             ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             
       1764,   ,100,E,E.P.PU,LUCIE AUBRAC                  ,44 RUE KLEBER                   ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             
       1765,   ,100,E,E.M.PU,JEAN MACE                     ,7 PLACE DU DOCTEUR CHARCOT      ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             
       1766,   ,100,E,E.M.PU,SAINT EXUPERY                 ,1 RUE DU GENERAL DE GAULLE      ,CYSOING                   ,2584,G0000,LILLE3-RONCHIN                
       1767,   ,100,E,E.M.PU,DE LA LONGUE BORNE            ,RUE DES FRERES MARTEL           ,DECHY                     ,2584,G0000,DOUAI-CANTIN                  
       1768,   ,100,E,E.M.PU,GROUPE SCOLAIRE PATRICK ROY   ,RUE MADAME DE SEVIGNE           ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           
       1769,   ,100,E,E.M.PU,GEORGE SAND                   ,17 TER RUE DESANDROUINS         ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           
       1770,   ,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           
       1771,   ,100,E,E.E.PU,VOLTAIRE NIVEAU 2             ,103 RUE LUDOVIC TRARIEUX        ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           
       1772,   ,100,E,E.E.PU,EMILE ZOLA                    ,188 RUE DE VILLARS              ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           
       1773,   ,100,E,E.E.PU,DIDEROT NIVEAU 1              ,1 RUE HENRI BARBUSSE            ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           
       1774,   ,100,E,E.M.PU,HENRI BARBUSSE                ,RUE GABRIEL PERI                ,DOUCHY LES MINES          ,2584,G0000,VALENCIENNES-ESCAUDAIN        
       1775,   ,100,E,E.P.PU,MARGUERITE YOURCENAR          ,4 GRAND PLACE                   ,LE DOULIEU                ,2584,G0000,DUNKERQUE-BAILLEUL            
       1776,   ,100,E,E.M.PU,LES GLACIS                    ,4 RUE GODEFROY D'ESTRADES       ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-CENTRE              
       1777,   ,100,E,E.M.PU,CHATEAU D'EAU                 ,1 PLACE CALONNE                 ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-CENTRE              
       1778,   ,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-SAINT-POL           
       1779,   ,100,E,E.P.PU,                              ,26 RUE PAUL PROCUREUR           ,ENGLOS                    ,2584,G0000,LILLE2-LOOS                   
       1780,   ,100,E,E.P.PU,DANIEL DEVENDEVILLE           ,PLACE JEAN MOULIN               ,ENNEVELIN                 ,2584,G0000,LILLE3-WATTIGNIES             
       1781,   ,100,E,E.M.PU,JOLIOT-CURIE                  ,AVENUE DES ROSSIGNOLS           ,ST POL SUR MER            ,2584,G0000,DUNKERQUE-SAINT-POL           
       1782,   ,100,E,E.M.PU,LE COURANT D'EAU              ,519 RUE DE L'ABBE DESMETTRE     ,OSTRICOURT                ,2584,G0000,LILLE3-SECLIN                 
       1783,   ,100,E,E.P.PU,GROUPE LANGEVIN-WALLON        ,RUE D ANCHIN                    ,PECQUENCOURT              ,2584,G0000,DOUAI-WAZIERS                 
       1784,   ,100,E,E.M.PU,SUZANNE LANOY                 ,70 RUE JULES GUESDE             ,PECQUENCOURT              ,2584,G0000,DOUAI-WAZIERS                 
       1785,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE DE LA PAIX                  ,PERENCHIES                ,2584,G0000,LILLE2-LOMME                  
       1786,   ,100,E,E.M.PU,PASTEUR                       ,42 RUE DE LA PREVOTE            ,PERENCHIES                ,2584,G0000,LILLE2-LOMME                  
       1787,   ,100,E,E.E.PU,DU TORPILLEUR                 ,IMPASSE ARDAENS                 ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-SAINT-POL           
       1788,   ,100,E,E.M.PU,ANDERSEN                      ,1 RUE DES ECOLIERS              ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-SAINT-POL           
       1789,   ,100,E,E.E.PU,LES VIVIERS                   ,1 RUE ELEYNE                    ,PHALEMPIN                 ,2584,G0000,LILLE3-SECLIN                 
       1790,   ,100,E,E.P.PU,DESUDDE                       ,GRAND PLACE                     ,PITGAM                    ,2584,G0000,DUNKERQUE-BERGUES             
       1791,   ,100,E,E.P.PU,GROUPE PHILIPPE-LAURENT ROLAND,8 AVE  FRANCOIS MITTERRAND      ,PONT A MARCQ              ,2584,G0000,LILLE3-WATTIGNIES             
       1792,   ,100,E,E.E.PU,MAURICE NOIRET                ,1 AVENUE DES SPORTS             ,PROUVY                    ,2584,G0000,VALENCIENNES-SAINT SAULVE     
       1793,   ,100,E,E.E.PU,ERNEST RENAN NIVEAU 1         ,7 RUE FELICIEN JOLY             ,ESCAUDAIN                 ,2584,G0000,VALENCIENNES-ESCAUDAIN        
       1794,   ,100,E,E.E.PU,VICTOR HUGO NIVEAU 2          ,PLACE GAMBETTA                  ,ESCAUDAIN                 ,2584,G0000,VALENCIENNES-ESCAUDAIN        
       1795,   ,100,E,E.E.PU,MARCEL CACHIN                 ,1 RUE PIERRE DEGEYTER           ,ESCAUDAIN                 ,2584,G0000,VALENCIENNES-ESCAUDAIN        
       1796,   ,100,E,E.E.PU,JEAN-BAPTISTE LEBAS           ,252 RUE JEAN JAURES             ,ESCAUDOEUVRES             ,2584,G0000,CAMBRAI-CENTRE                
       1797,   ,100,E,E.P.PU,                              ,9 RUE DE L'EGLISE               ,ESNES                     ,2584,G0000,CAMBRAI-SUD                   
       1798,   1.00,100,E,E.E.PU,PREVERT LOUIS PERGAUD         ,44 RUE JULES FERRY              ,ESTAIRES                  ,2584,G0000,DUNKERQUE-BAILLEUL            
       1799,   ,100,E,E.E.PU,LOUISE DE BETTIGNIES          ,11 TER RUE D'ARTOIS             ,FACHES THUMESNIL          ,2584,G0000,LILLE3-WATTIGNIES             
       1800,   ,100,E,E.M.PU,FLORIAN                       ,159 RUE DE LA RESISTANCE        ,FACHES THUMESNIL          ,2584,G0000,LILLE3-WATTIGNIES             
       1801,   ,100,E,E.E.PU,JEAN LURCAT                   ,RUE ROGER SALENGRO              ,FEIGNIES                  ,2584,G0000,AVESNES-LE QUESNOY            
       1802,   ,100,E,E.E.PU,LOUIS PERGAUD                 ,31 RUE LOUISE PAREE             ,FEIGNIES                  ,2584,G0000,AVESNES-LE QUESNOY            
       1803,   ,100,E,E.E.PU,MARIE CURIE                   ,RUE DERKENNE                    ,FEIGNIES                  ,2584,G0000,AVESNES-LE QUESNOY            
       1804,   ,100,E,E.M.PU,GERMAINE TORTEL               ,RUE DE LA REPUBLIQUE            ,FEIGNIES                  ,2584,G0000,AVESNES-LE QUESNOY            
       1805,   ,100,E,E.P.PU,                              ,20 RUE DES ECOLES               ,FELLERIES                 ,2584,G0000,AVESNES-JEUMONT               
       1806,   ,100,E,E.M.PU,JEAN JAURES                   ,PLACE CONSTANTIN DESCAT         ,VILLENEUVE D ASCQ         ,2584,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       1807,   ,100,E,E.E.PU,ROGER SALENGRO                ,11 RUE JEAN DECONINCK           ,FORT MARDYCK              ,2584,G0000,DUNKERQUE-SAINT-POL           
       1808,   ,100,E,E.M.PU,VICTOR HUGO                   ,42 RUE SERPENTINE               ,FOURMIES                  ,2584,G0000,AVESNES-FOURMIES              
       1809,   ,100,E,E.E.PU,JACQUES PREVERT               ,10 RUE DU CHANOINE THULIEZ      ,FOURMIES                  ,2584,G0000,AVESNES-FOURMIES              
