N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION,OBSERVATIONS (POSTE BLOQUE OU JUMELAGE DU POSTE)
       1647,   ,100,E,E.E.PU,MAURICE MILLON                ,5 RUE GABRIEL PERI              ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1648,   ,100,E,E.E.PU,MARCEL PAGNOL                 ,31 RUE DU BOERNHOL              ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1649,   ,100,E,E.E.PU,GEORGES BRASSENS              ,RUE D ARTOIS                    ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1650,   ,100,E,E.E.PU,RAYMOND QUENEAU               ,RUE BUFFON                      ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1651,   1.00,100,E,E.P.PU,RENE BONPAIN                  ,128 RUE DE L ABBE BONPAIN       ,LEFFRINCKOUCKE            ,2584,G0000,DUNKERQUE-CENTRE              ,           
       1652,   ,100,E,E.M.PU,AUGUSTINE TESTELIN            ,6 RUE DE VERDUN                 ,ALLENNES LES MARAIS       ,2584,G0000,LILLE2-ANNOEULLIN             ,           
       1653,   ,100,E,E.P.PU,MAURICE LENNE                 ,711 RUE GABRIEL PERI            ,ANHIERS                   ,2584,G0000,DOUAI-CUINCY                  ,           
       1654,   ,100,E,E.M.PU,MARCEL CACHIN                 ,65 RUE PATOUX                   ,ANICHE                    ,2584,G0000,DOUAI-CANTIN                  ,           
       1655,   ,100,E,E.E.PU,JEAN CARPENTIER               ,RUE ALBERT CAMUS                ,ANNOEULLIN                ,2584,G0000,LILLE2-ANNOEULLIN             ,           
       1656,   ,100,E,E.P.PU,ANNE FRANK                    ,5 RUE JOSEPH RICHY              ,ANNOEULLIN                ,2584,G0000,LILLE2-ANNOEULLIN             ,           
       1657,   ,100,E,E.E.PU,CHARLES DE GAULLE             ,PLACE DU GENERAL DE GAULLE      ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            ,           
       1658,   ,100,E,E.E.PU,GILLIARD-VOLTAIRE             ,20 RUE DES MARTYRS              ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            ,           
       1659,   ,100,E,E.M.PU,JEAN JAURES                   ,272 RUE JEAN JAURES             ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            ,           
       1660,   ,100,E,E.M.PU,GALLIENI                      ,19 RUE GALLIENI                 ,ANZIN                     ,2584,G0000,VALENCIENNES ANZIN            ,           
       1661,   ,100,E,E.M.PU,LEO LAGRANGE                  ,1 AVENUE DE STALYBRIDGE         ,ARMENTIERES               ,2584,G0000,LILLE2-ARMENTIERES            ,           
       1662,   ,100,E,E.E.PU,ANATOLE FRANCE                ,137 RUE DE KEMMEL               ,ARMENTIERES               ,2584,G0000,LILLE2-ARMENTIERES            ,           
       1663,   ,100,E,E.P.PU,                              ,2 RUE DE LA MAIRIE              ,ARNEKE                    ,2584,G0000,DUNKERQUE-WORMHOUT            ,           
       1664,   ,100,E,E.P.PU,                              ,63 RUE HENRI MAURICE            ,AUBRY DU HAINAUT          ,2584,G0000,VALENCIENNES ANZIN            ,           
       1665,   ,100,E,E.M.PU,EUGENIE COTTON                ,2 SQUARE LECLERC                ,AULNOYE AYMERIES          ,2584,G0000,AVESNES AULNOYE               ,           
       1666,   ,100,E,E.E.PU,PIERRE SEMARD                 ,29 RUE JEAN CATTELAS            ,AULNOYE AYMERIES          ,2584,G0000,AVESNES AULNOYE               ,           
       1667,   1.00,100,E,E.E.PU,PAUL STIEVENART               ,2 RUE JEAN COQUELIN             ,AULNOYE AYMERIES          ,2584,G0000,AVESNES AULNOYE               ,           
       1668,   ,100,E,E.P.PU,5 BONNIERS ALPHONSE DAUDET    ,2 RUE GEORGE SAND               ,AVELIN                    ,2584,G0000,LILLE3-WATTIGNIES             ,           
       1669,   ,100,E,E.E.PU,                              ,1A RUE DU CHANOINE CARLIER      ,AVESNELLES                ,2584,G0000,AVESNES-FOURMIES              ,           
       1670,   ,100,E,E.M.PU,JACQUES PREVERT               ,RUE DES ECOLES                  ,BACHANT                   ,2584,G0000,AVESNES AULNOYE               ,           
       1671,   ,100,E,E.P.PU,JAN DE BELLE                  ,10 RUE SAINT JACQUES            ,BAILLEUL                  ,2584,G0000,DUNKERQUE-BAILLEUL            ,           
       1672,   ,100,E,E.P.PU,PAUL EMILE VICTOR             ,CHEMIN D'OGIMONT                ,BAISIEUX                  ,2584,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       1673,   ,100,E,E.P.PU,                              ,29 RUE DE MARQUETTE             ,BANTIGNY                  ,2584,G0000,CAMBRAI-CENTRE                ,           
       1674,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE JEAN JAURES                 ,BAUVIN                    ,2584,G0000,LILLE2-ANNOEULLIN             ,           
       1675,   ,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 1     ,RUE FERRER                      ,BAUVIN                    ,2584,G0000,LILLE2-ANNOEULLIN             ,           
       1676,   ,100,E,E.M.PU,                              ,142 RUE BERTHELOT               ,BEAUVOIS EN CAMBRESIS     ,2584,G0000,CAMBRAI-SUD                   ,           
       1677,   ,100,E,E.E.PU,LAMARTINE                     ,73 RUE CARNOT                   ,BERGUES                   ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1678,   ,100,E,E.M.PU,ALEXANDRE DENOYELLE           ,RUE DU 5 NOVEMBRE               ,BERLAIMONT                ,2584,G0000,AVESNES AULNOYE               ,           
       1679,   ,100,E,E.E.PU,DES TROIS ARBRES              ,255 RUE DE LA RESISTANCE        ,BEUVRY LA FORET           ,2584,G0000,DOUAI-RIEULAY                 ,           
       1680,   ,100,E,E.P.PU,                              ,39 RUE JOSEPH DEZITTER          ,BOLLEZEELE                ,2584,G0000,DUNKERQUE-WORMHOUT            ,           
       1681,   ,100,E,E.P.PU,LAMARTINE                     ,RUE BENJAMIN VANDENBROUCQUE     ,BOURBOURG                 ,2584,G0000,DUNKERQUE-WORMHOUT            ,           
       1682,   ,100,E,E.E.PU,ERNEST CARLIN                 ,RUE GILBERT LANTHIER            ,BOUSSOIS                  ,2584,G0000,AVESNES-JEUMONT               ,           
       1683,   ,100,E,E.P.PU,PIGEON VOLE                   ,421 RUE DE LA PLACE             ,BOUVIGNIES                ,2584,G0000,DOUAI-RIEULAY                 ,           
       1684,   ,100,E,E.P.PU,LES FRESNELLES                ,2 RUE DU MARECHAL FOCH          ,BRILLON                   ,2584,G0000,VALENCIENNES-SAINT AMAND      ,           
       1685,   ,100,E,E.P.PU,AU BOURG                      ,4 RUE DE L'ABBE DE BECO         ,BROUCKERQUE               ,2584,G0000,DUNKERQUE-WORMHOUT            ,           
       1686,   ,100,E,E.E.PU,EMILE ZOLA                    ,16 RUE EMILE ZOLA               ,BRUAY SUR L ESCAUT        ,2584,G0000,VALENCIENNES BRUAY            ,           
       1687,   ,100,E,E.E.PU,LEO LAGRANGE                  ,11 BOULEVARD LEO LAGRANGE       ,BRUAY SUR L ESCAUT        ,2584,G0000,VALENCIENNES BRUAY            ,           
       1688,   ,100,E,E.M.PU,PAUL LANGEVIN                 ,10 BOULEVARD LEO LAGRANGE       ,BRUAY SUR L ESCAUT        ,2584,G0000,VALENCIENNES BRUAY            ,           
       1689,   1.00,100,E,E.E.PU,JACQUES PREVERT               ,RUE DES POILUS                  ,BUSIGNY                   ,2584,G0000,CAMBRAI-LE CATEAU             ,           
       1690,   ,100,E,E.M.PU,PAUL BERT                     ,32 RUE PAUL BERT                ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                ,           
       1691,   ,100,E,E.E.PU,FERDINAND BUISSON             ,50 BIS ALLEE SAINT ROCH         ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                ,           
       1692,   ,100,E,E.E.PU,RAYMOND GERNEZ                ,17 RUE RAYMOND GERNEZ           ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                ,           
       1693,   ,100,E,E.P.PU,JACQUES BREL                  ,11 RUE DU COMTE D'ARTOIS        ,CAMBRAI                   ,2584,G0000,CAMBRAI-CENTRE                ,           
       1694,   ,100,E,E.P.PU,LUCIE AUBRAC                  ,2 BIS RUE D'ENNETIERES          ,CAPINGHEM                 ,2584,G0000,LILLE2-LOMME                  ,           
       1695,   ,100,E,E.E.PU,DU CRAYHOF                    ,RUE DU CRAYHOF                  ,CAPPELLE LA GRANDE        ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1696,   ,100,E,E.P.PU,JEAN JAURES                   ,92 ROUTE DE BOURBOURG           ,CAPPELLE LA GRANDE        ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1697,   ,100,E,E.P.PU,MERESSE                       ,115 RUE ROGER LEBON             ,CARTIGNIES                ,2584,G0000,AVESNES-FOURMIES              ,           
       1698,   ,100,E,E.P.PU,DES CHATAIGNIERS              ,36 RUE PAUL VAILLANT COUTURIER  ,CATTENIERES               ,2584,G0000,CAMBRAI-CENTRE                ,           
       1699,   ,100,E,E.E.PU,CONDORCET                     ,40 RUE CHANZY                   ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   ,           
       1700,   ,100,E,E.E.PU,PAUL BERT                     ,RUE PIERRE BROSSOLETTE          ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   ,           
       1701,   ,100,E,E.E.PU,JEAN MACE                     ,16 RUE MARLIOT                  ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   ,           
       1702,   ,100,E,E.E.PU,JANSSOONE                     ,12 RUE EMILE ZOLA               ,CAUDRY                    ,2584,G0000,CAMBRAI-SUD                   ,           
       1703,   ,100,E,E.P.PU,JEAN MACE                     ,1 R JEAN MACE                   ,CAULLERY                  ,2584,G0000,CAMBRAI-SUD                   ,           
       1704,   ,100,E,E.E.PU,PASTEUR                       ,RUE XAVIER DEGANS               ,CAPPELLE LA GRANDE        ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1705,   ,100,E,E.P.PU,JULES FERRY                   ,100 ROUTE NATIONALE             ,CHERENG                   ,2584,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       1706,   1.00,100,E,E.P.PU,CELINE HARQZ                  ,22 RUE DES ECOLES               ,COLLERET                  ,2584,G0000,AVESNES-JEUMONT               ,           
       1707,   ,100,E,E.E.PU,CENTRE                        ,37 RUE PASTEUR                  ,COMINES                   ,2584,G0000,LILLE2-LOMME                  ,           
       1708,   ,100,E,E.M.PU,CHARLES PERRAULT              ,17 RUE DES ECOLES               ,COMINES                   ,2584,G0000,LILLE2-LOMME                  ,           
       1709,   ,100,E,E.M.PU,GPE SCOL HAMEAU DE MACOU MAT. ,RUE GERMINAL                    ,CONDE SUR L ESCAUT        ,2584,G0000,VALENCIENNES-CONDE            ,           
       1710,   ,100,E,E.E.PU,CENTRE                        ,7 RUE DU COLLEGE                ,CONDE SUR L ESCAUT        ,2584,G0000,VALENCIENNES-CONDE            ,           
       1711,   ,100,E,E.M.PU,PAUL FORT                     ,RUE DES PEUPLIERS               ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1712,   ,100,E,E.M.PU,GERARD PHILIPE                ,RUE DREVE DURIEZ                ,COUDEKERQUE BRANCHE       ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1713,   ,100,E,E.E.PU,                              ,7 RUE BLANCHARD                 ,COUSOLRE                  ,2584,G0000,AVESNES-JEUMONT               ,           
       1714,   ,100,E,E.M.PU,LEON DEJARDIN                 ,RUE BLANCHARD                   ,COUSOLRE                  ,2584,G0000,AVESNES-JEUMONT               ,           
       1715,   ,100,E,E.E.PU,JEAN JAURES                   ,77 RUE JEAN JAURES              ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             ,           
       1716,   ,100,E,E.E.PU,JEAN-BAPTISTE LEBAS           ,3 RUE GEORGES POTIE             ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             ,           
       1717,   ,100,E,E.P.PU,LUCIE AUBRAC                  ,44 RUE KLEBER                   ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             ,           
       1718,   ,100,E,E.M.PU,JEAN MACE                     ,7 PLACE DU DOCTEUR CHARCOT      ,CROIX                     ,2584,G0000,ROUBAIX-WASQUEHAL             ,           
       1719,   ,100,E,E.M.PU,SAINT EXUPERY                 ,1 RUE DU GENERAL DE GAULLE      ,CYSOING                   ,2584,G0000,LILLE3-RONCHIN                ,           
       1720,   ,100,E,E.M.PU,DE LA LONGUE BORNE            ,RUE DES FRERES MARTEL           ,DECHY                     ,2584,G0000,DOUAI-CANTIN                  ,           
       1721,   ,100,E,E.M.PU,GROUPE SCOLAIRE PATRICK ROY   ,RUE MADAME DE SEVIGNE           ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           ,           
       1722,   ,100,E,E.M.PU,GEORGE SAND                   ,17 TER RUE DESANDROUINS         ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           ,           
       1723,   ,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           ,           
       1724,   ,100,E,E.E.PU,VOLTAIRE NIVEAU 2             ,103 RUE LUDOVIC TRARIEUX        ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           ,           
       1725,   ,100,E,E.E.PU,EMILE ZOLA                    ,188 RUE DE VILLARS              ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           ,           
       1726,   ,100,E,E.E.PU,DIDEROT NIVEAU 1              ,1 RUE HENRI BARBUSSE            ,DENAIN                    ,2584,G0000,VALENCIENNES DENAIN           ,           
       1727,   ,100,E,E.M.PU,HENRI BARBUSSE                ,RUE GABRIEL PERI                ,DOUCHY LES MINES          ,2584,G0000,VALENCIENNES-ESCAUDAIN        ,           
       1728,   ,100,E,E.P.PU,MARGUERITE YOURCENAR          ,4 GRAND PLACE                   ,LE DOULIEU                ,2584,G0000,DUNKERQUE-BAILLEUL            ,           
       1729,   ,100,E,E.M.PU,LES GLACIS                    ,4 RUE GODEFROY D'ESTRADES       ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-CENTRE              ,           
       1730,   ,100,E,E.M.PU,CHATEAU D'EAU                 ,1 PLACE CALONNE                 ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-CENTRE              ,           
       1731,   ,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-SAINT-POL           ,           
       1732,   ,100,E,E.P.PU,                              ,26 RUE PAUL PROCUREUR           ,ENGLOS                    ,2584,G0000,LILLE2-LOOS                   ,           
       1733,   ,100,E,E.P.PU,DANIEL DEVENDEVILLE           ,PLACE JEAN MOULIN               ,ENNEVELIN                 ,2584,G0000,LILLE3-WATTIGNIES             ,           
       1734,   ,100,E,E.M.PU,JOLIOT-CURIE                  ,18 RUE DES HIRONDELLES          ,ST POL SUR MER            ,2584,G0000,DUNKERQUE-SAINT-POL           ,           
       1735,   ,100,E,E.M.PU,LE COURANT D'EAU              ,519 RUE DE L'ABBE DESMETTRE     ,OSTRICOURT                ,2584,G0000,LILLE3-SECLIN                 ,           
       1736,   ,100,E,E.P.PU,GROUPE LANGEVIN-WALLON        ,RUE D ANCHIN                    ,PECQUENCOURT              ,2584,G0000,DOUAI-WAZIERS                 ,           
       1737,   ,100,E,E.M.PU,SUZANNE LANOY                 ,70 RUE JULES GUESDE             ,PECQUENCOURT              ,2584,G0000,DOUAI-WAZIERS                 ,           
       1738,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE DE LA PAIX                  ,PERENCHIES                ,2584,G0000,LILLE2-LOMME                  ,           
       1739,   ,100,E,E.M.PU,PASTEUR                       ,42 RUE DE LA PREVOTE            ,PERENCHIES                ,2584,G0000,LILLE2-LOMME                  ,           
       1740,   ,100,E,E.E.PU,DU TORPILLEUR                 ,IMPASSE ARDAENS                 ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-SAINT-POL           ,           
       1741,   ,100,E,E.M.PU,ANDERSEN                      ,1 RUE DES ECOLIERS              ,DUNKERQUE                 ,2584,G0000,DUNKERQUE-SAINT-POL           ,           
       1742,   ,100,E,E.E.PU,LES VIVIERS                   ,1 RUE ELEYNE                    ,PHALEMPIN                 ,2584,G0000,LILLE3-SECLIN                 ,           
       1743,   ,100,E,E.P.PU,DESUDDE                       ,GRAND PLACE                     ,PITGAM                    ,2584,G0000,DUNKERQUE-BERGUES             ,           
       1744,   ,100,E,E.P.PU,GROUPE PHILIPPE-LAURENT ROLAND,8 AVE  FRANCOIS MITTERRAND      ,PONT A MARCQ              ,2584,G0000,LILLE3-WATTIGNIES             ,           
       1745,   1.00,100,E,E.E.PU,MAURICE NOIRET                ,1 AVENUE DES SPORTS             ,PROUVY                    ,2584,G0000,VALENCIENNES-SAINT SAULVE     ,           
       1746,   ,100,E,E.E.PU,ERNEST RENAN NIVEAU 1         ,7 RUE FELICIEN JOLY             ,ESCAUDAIN                 ,2584,G0000,VALENCIENNES-ESCAUDAIN        ,           
